ENODEB_CELLNAME,ENODEB,DATA_DATE,MARKET_CLUSTER,VERSION,REGION,MARKET,DL_CH_BANDWIDTH,EARFCN_DL,DRBPDCPSDUKBYTESDL_NONGBR,DLPRBUSEDWITHDSPUC_FDUSERS,DLPRBUSEDWITHDSPUC_FSUSERS,EUCELL_DL_TPUT_NUM_KBITS,EUCELL_DL_TPUT_DEN_SECS,EUCELL_DL_DRB_TPUT_NUM_KBITS,EUCELL_DL_DRB_TPUT_DEN_SECS
JKT00116_3A_1,JKT00116,20170705,PACIFIC JAKARTA,13.15.0,West,Jakarta,n50-9MHz,9820,19752672,471621247,3876757171,572265955.3,54257.753,717885677.6,38600.822
JKT00116_3B_1,JKT00116,20170705,PACIFIC JAKARTA,13.15.0,West,Jakarta,n50-9MHz,9820,84427825,217040353,3630019087,42992276.6,2919.759,482014945.3,18234.759
JKT00065_9A_1,JKT00065,20170705,PACIFIC JAKARTA,13.15.0,West,Jakarta,n75-15MHz,1125,84338257,28680091,2627264954,184330403.8,9448.069,351276187.6,11765.4
JKT00065_9B_1,JKT00065,20170705,PACIFIC JAKARTA,13.15.0,West,Jakarta,n75-15MHz,1125,19852111,56732908,1429577236,33994866.69,1826.184,75422269.44,2647.916
JKT00065_9C_1,JKT00065,20170705,PACIFIC JAKARTA,13.15.0,West,Jakarta,n75-15MHz,1125,178664408,3250079859,1913994159,304148611.1,32339.565,960456800,94974.74
JKT00142_3B_1,JKT00142,20170705,PACIFIC JAKARTA,13.15.0,West,Jakarta,n50-9MHz,9820,136263064,279376870,2420304541,712786083.8,38099.903,796650922,24655.766
JKT09767_8C_1,JKT09767R,20170705,PACIFIC JAKARTA,13.15.0,West,Jakarta,n25-5MHz,2425,36030750,340864376,937150993,24924770,63446.442,271590055.9,64569.878
JKT09767_8A_1,JKT09767R,20170705,PACIFIC JAKARTA,13.15.0,West,Jakarta,n25-5MHz,2425,70114511,599688366,1562216255,451795419.1,95976.375,526692507.6,111348.877
JKT09767_8B_1,JKT09767R,20170705,PACIFIC JAKARTA,13.15.0,West,Jakarta,n25-5MHz,2425,50901942,385271851,127919598,309589958.7,72402.187,380523257.9,78346.066
JKT09572_2B_1,JKT09572R,20170705,PACIFIC JAKARTA,13.15.0,West,Jakarta,n50-9MHz,2000,407227088,375086793,2563409536,1576811913,475280.098,2201617342,583088.238
JKT00142_3C_1,JKT00142,20170705,PACIFIC JAKARTA,13.15.0,West,Jakarta,n50-9MHz,9820,150759242,417641666,334377922,762557767.7,52274.049,860976914.4,40596.978
JKT00142_3A_1,JKT00142,20170705,PACIFIC JAKARTA,13.15.0,West,Jakarta,n50-9MHz,9820,135876069,388959119,5178537379,747403026.4,49872.361,826619805.7,32829.714
JKT00327_9A_1,JKT00327,20170705,PACIFIC JAKARTA,13.15.0,West,Jakarta,n50-9MHz,190,237437965,734093521,4764487070,1154854683,93422.425,1415343890,70133.704
JKT00327_9B_1,JKT00327,20170705,PACIFIC JAKARTA,13.15.0,West,Jakarta,n50-9MHz,190,256707711,846079044,6134645589,1327444689,119324.002,1580076253,88176.838
JKT00327_9C_1,JKT00327,20170705,PACIFIC JAKARTA,13.15.0,West,Jakarta,n50-9MHz,190,32543657,211284914,1781680419,166766239.7,18094.183,2291249.4,18022.139
JKT09137_2B_1,JKT09137R,20170705,PACIFIC JAKARTA,13.15.0,West,Jakarta,n50-9MHz,2000,172019966,709777556,3250320907,1111940757,97262.840,1214444970,82832.008
JKT09137_2C_1,JKT09137R,20170705,PACIFIC JAKARTA,13.15.0,West,Jakarta,n50-9MHz,2000,227487844,627235340,2817563408,1309416325,85146.752,1443656524,62559.603
JKT09137_2A_1,JKT09137R,20170705,PACIFIC JAKARTA,13.15.0,West,Jakarta,n50-9MHz,2000,73375912,265771537,874921159,361256378.4,22609.339,464901161,18344.354
JKT00682_9B_1,JKT00682,20170705,PACIFIC JAKARTA,13.15.0,West,Jakarta,n50-9MHz,190,180462340,678498296,3606832727,957059014.7,84486.905,1188458373,72430.251
JKT00861_9A_1,JKT00861,20170705,PACIFIC JAKARTA,13.15.0,West,Jakarta,n50-9MHz,190,151630916,344426445,2116400453,284897673.2,20418.301,686775885.8,26164.541
JKT00861_9C_1,JKT00861,20170705,PACIFIC JAKARTA,13.15.0,West,Jakarta,n50-9MHz,190,393580778,930395039,4832422192,1115137286,85391.251,1946138690,80580.017
JKT00861_9B_1,JKT00861,20170705,PACIFIC JAKARTA,13.15.0,West,Jakarta,n50-9MHz,190,87129883,285213074,1338822717,181857263.6,11965.669,429219250.2,17492.165
JKT00289_9B_1,JKT00289,20170705,PACIFIC JAKARTA,13.15.0,West,Jakarta,n75-15MHz,1125,125805951,539084055,3088761498,295864156.2,20233.502,588286017.5,22844.582
JKT00289_9A_1,JKT00289,20170705,PACIFIC JAKARTA,13.15.0,West,Jakarta,n75-15MHz,1125,48233406,406356685,269446812,139960746,11805.191,25090015.1,13497.788
JKT00289_9C_1,JKT00289,20170705,PACIFIC JAKARTA,13.15.0,West,Jakarta,n75-15MHz,1125,73526653,346078890,3973792378,140758227.5,9283.466,308330659.8,14053.111
JKT06006_2B_1,JKT06006,20170705,PACIFIC JAKARTA,13.15.0,West,Jakarta,n50-9MHz,2000,39647265,775405051,4887844011,943770452,77289.402,169961822,69225.085
JKT06006_2A_1,JKT06006,20170705,PACIFIC JAKARTA,13.15.0,West,Jakarta,n50-9MHz,2000,62280554,176925489,2572905208,160881590.3,11458.401,39476857.3,14271.979
JKT00682_9A_1,JKT00682,20170705,PACIFIC JAKARTA,13.15.0,West,Jakarta,n50-9MHz,190,128322390,729542908,3881575262,594165801,62525.434,837966790.7,64628.202
JKT00682_9C_1,JKT00682,20170705,PACIFIC JAKARTA,13.15.0,West,Jakarta,n50-9MHz,190,520184991,4381998423,3821858689,2236600001,184279.02,2997001748,133690.433
JKT00766_9A_1,JKT00766,20170705,PACIFIC JAKARTA,13.15.0,West,Jakarta,n75-15MHz,1125,92680325,585801545,3947047193,343872028.7,24709.03,520534868,24129.844
JKT00766_3A_1,JKT00766,20170705,PACIFIC JAKARTA,13.15.0,West,Jakarta,n50-9MHz,9820,38843298,125988705,1596265813,89975914.5,4458.694,180204093.4,6530.151
JKT00766_9C_1,JKT00766,20170705,PACIFIC JAKARTA,13.15.0,West,Jakarta,n75-15MHz,1125,89135542,912561791,5977691336,282622812.2,29771.345,548982767.6,40832.397
