ENODEB_CELLNAME,ENODEB,DATA_DATE,MARKET_CLUSTER,VERSION,REGION,MARKET,DL_CH_BANDWIDTH,EARFCN_DL,DRBPDCPSDUKBYTESDL_NONGBR,DLPRBUSEDWITHDSPUC_FDUSERS,DLPRBUSEDWITHDSPUC_FSUSERS,EUCELL_DL_TPUT_NUM_KBITS,EUCELL_DL_TPUT_DEN_SECS,EUCELL_DL_DRB_TPUT_NUM_KBITS,EUCELL_DL_DRB_TPUT_DEN_SECS
SBY00264_7A_1,SBY00264,31170705,PACIFIC EASTJAVA,13.15.0,West,Surabaya,n50-10MHz,5780,374167161,4171804705,10353531014,2249899844,619585.19,2606050902,584026.85
SBY00264_7C_1,SBY00264,31170705,PACIFIC EASTJAVA,13.15.0,West,Surabaya,n50-10MHz,5780,301493094,3553734449,8523185684,1848247311,430617.311,2244211894,402467.233
SBY00269_7B_1,SBY00269,31170705,PACIFIC EASTJAVA,13.15.0,West,Surabaya,n50-10MHz,5780,365926177,5283350379,7815033044,2306224086,648632.892,2581363646,581094.643
SBY00274_7A_1,SBY00274,31170705,PACIFIC EASTJAVA,13.15.0,West,Surabaya,n50-10MHz,5780,283434143,2587095562,6925883237,1476088701,256897.855,3104275536,282680.056
SBY00274_7B_1,SBY00274,31170705,PACIFIC EASTJAVA,13.15.0,West,Surabaya,n50-10MHz,5780,278264139,2274023693,6944896458,1693593092,313465.733,1974452466,282863.617
SBY00283_7C_1,SBY00283,31170705,PACIFIC EASTJAVA,13.15.0,West,Surabaya,n50-10MHz,5780,196566131,1670159180,4870406157,1093473780,160596.542,1369864749,156993.421
SBY00283_7B_1,SBY00283,31170705,PACIFIC EASTJAVA,13.15.0,West,Surabaya,n50-10MHz,5780,59313828,540341021,2427238094,295856578.6,26248.559,382884134.9,27640.026
SBY00283_7A_1,SBY00283,31170705,PACIFIC EASTJAVA,13.15.0,West,Surabaya,n50-10MHz,5780,96226426,1628869868,2647799525,578907037.7,100171.311,701558677.5,102693.136
SBY00293_7C_1,SBY00293,31170705,PACIFIC EASTJAVA,13.15.0,West,Surabaya,n50-10MHz,5780,131398816,3258901659,3549680895,742627647.5,174326.496,932165877.8,194313.063
SBY00296_7C_1,SBY00296,31170705,PACIFIC EASTJAVA,13.15.0,West,Surabaya,n50-10MHz,5780,463122421,8545742108,8593785735,2586404766,747246.341,3250244215,771657.404
SBY00296_7B_1,SBY00296,31170705,PACIFIC EASTJAVA,13.15.0,West,Surabaya,n50-10MHz,5780,50585052,1132946452,1817963717,283603167.5,65336.722,361762136.1,53553.027
SBY00296_7A_1,SBY00296,31170705,PACIFIC EASTJAVA,13.15.0,West,Surabaya,n50-10MHz,5780,461635235,24956683294,3826770584,2586333487,901409.453,3257889849,953690.959
SBY00317_7C_1,SBY00317,31170705,PACIFIC EASTJAVA,13.15.0,West,Surabaya,n50-10MHz,5780,226243241,4307708796,5037075653,1308427452,803467.705,1588306371,2392808.642
SBY00316_7A_1,SBY00316,31170705,PACIFIC EASTJAVA,13.15.0,West,Surabaya,n50-10MHz,5780,66722746,431632738,1785733858,396650717.2,44794.528,472137343,42625.264
SBY00316_7C_1,SBY00316,31170705,PACIFIC EASTJAVA,13.15.0,West,Surabaya,n50-10MHz,5780,280952717,3595244999,6441196314,1653705908,333246.039,1948575231,302622.293
SBY00316_7B_1,SBY00316,31170705,PACIFIC EASTJAVA,13.15.0,West,Surabaya,n50-10MHz,5780,169743584,3316310404,3724968636,877724744.4,180946.295,1159917339,186568.139
SBY00318_7C_1,SBY00318,31170705,PACIFIC EASTJAVA,13.15.0,West,Surabaya,n50-10MHz,5780,311655830,2561641948,6868470311,890233937.9,180544.427,1331909493,315758.795
SBY00318_7A_1,SBY00318,31170705,PACIFIC EASTJAVA,13.15.0,West,Surabaya,n50-10MHz,5780,156289310,3340974144,4028636311,761423175.7,173892.105,1108873445,197388.349
SBY00318_7B_1,SBY00318,31170705,PACIFIC EASTJAVA,13.15.0,West,Surabaya,n50-10MHz,5780,136529964,2765489347,4711596881,817579753.5,191055.185,965899313.2,179301.808
SBY00365_7B_1,SBY00365,31170705,PACIFIC EASTJAVA,13.15.0,West,Surabaya,n50-10MHz,5780,153781065,1393704331,4153134645,698776977.4,97110.303,1031253831,96633.217
SBY00365_7C_1,SBY00365,31170705,PACIFIC EASTJAVA,13.15.0,West,Surabaya,n50-10MHz,5780,371972558,4918298439,6652688824,2436322464,466731.625,2633544532,394082.813
SBY00554_7B_1,SBY00554,31170705,PACIFIC EASTJAVA,13.15.0,West,Surabaya,n50-10MHz,5780,83134106,1387552178,2607827406,430659615.5,63748.932,573452244.2,69131.478
SBY00554_7A_1,SBY00554,31170705,PACIFIC EASTJAVA,13.15.0,West,Surabaya,n50-10MHz,5780,37965073,770305977,1164310922,230554542.1,37173.925,273944617,39104.85
SBY00564_7C_1,SBY00564,31170705,PACIFIC EASTJAVA,13.15.0,West,Surabaya,n50-10MHz,5780,424594666,10538068228,5970040009,2872227422,2463842.131,3075845603,1156374.879
SBY00564_7B_1,SBY00564,31170705,PACIFIC EASTJAVA,13.15.0,West,Surabaya,n50-10MHz,5780,48846538,447982244,1496144587,277874724.6,32600.69,350067777.5,33582.904
SBY00567_7C_1,SBY00567,31170705,PACIFIC EASTJAVA,13.15.0,West,Surabaya,n50-10MHz,5780,266348429,2814709531,6973118850,1482691961,324349.556,1898147873,349886.194
SBY00567_7B_1,SBY00567,31170705,PACIFIC EASTJAVA,13.15.0,West,Surabaya,n50-10MHz,5780,221839199,3630370258,5786660962,1336688501,300001.491,1596899831,300195.882
SBY00567_7A_1,SBY00567,31170705,PACIFIC EASTJAVA,13.15.0,West,Surabaya,n50-10MHz,5780,150241952,2470388753,4236664228,766535622.7,146633.252,1077356372,168297.587
SBY00575_7B_1,SBY00575,31170705,PACIFIC EASTJAVA,13.15.0,West,Surabaya,n50-10MHz,5780,182858130,1952892794,4863618904,1136243666,310301.568,2494955241,169169.56
