ENODEB_CELLNAME,ENODEB,DATA_DATE,MARKET_CLUSTER,VERSION,REGION,MARKET,DL_CH_BANDWIDTH,EARFCN_DL,DRBPDCPSDUKBYTESDL_NONGBR,DLPRBUSEDWITHDSPUC_FDUSERS,DLPRBUSEDWITHDSPUC_FSUSERS,EUCELL_DL_TPUT_NUM_KBITS,EUCELL_DL_TPUT_DEN_SECS,EUCELL_DL_DRB_TPUT_NUM_KBITS,EUCELL_DL_DRB_TPUT_DEN_SECS
NYL01034_7A_1,NYL01034,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,140833834,2463263707,3741092888,594120310.8,134572.009,996344954.9,170045.069
NYL06212_7A_1,NYL06212,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,165073159,2029926246,7532808405,798537056.3,139321.046,1135627256,143522.889
NYL22434_7D_1,NYL22434R,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,105436871,1332072417,3226176309,528394641.4,70521.72,748093890.6,80659.742
NYL02434_7C_1,NYL02434,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,49730299,583770608,1358976890,287783387.1,31914.913,358028910.6,33556.702
NYL02434_7B_1,NYL02434,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,65861701,430922443,1889742130,391371178,36839.673,469649817.6,33384.702
NYL02434_7A_1,NYL02434,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,46133492,540296296,2302470326,205277487.1,26796.917,324243996.7,32959.905
NYL06157_7B_1,NYL06157,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,141285078,1501778666,4121750525,649005695,89069.77,984124063.7,102918.63
NYL22209_7D_1,NYL22209R,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,28468049,562373756,2182607688,141758119.9,20396.378,193564262.4,23320.468
NYL02209_7A_1,NYL02209,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,36460469,349484106,2245755895,155122098.2,15903.825,235421474.8,20687.839
NYL02209_7C_1,NYL02209,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,126570443,1840462586,4389427874,848432832.5,147631.571,934895722.5,141548.032
NYL02209_7B_1,NYL02209,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,15009576,74775394,1217332758,74459136,6172.522,91241070.59,6131.935
NYL01312_7C_1,NYL01312,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,75079003,553240682,3811599260,323930521.6,37816.201,512231931.9,43329.622
NYL01312_7B_1,NYL01312,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,196824384,5426885246,4601264242,860038520.8,204000.677,1403509752,283204.139
NYL01444_7R_1_DB,NYL01444,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,61486020,277244266,876817588,325912035.3,27418.608,415234637.8,23352.333
NYL01444_7S_1_DB,NYL01444,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,16468577,91847118,226790557,78212005.89,6338.003,105956261.9,5931.425
NYL01116_7C_1,NYL01116,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,29117406,485359667,3135631322,140001026,18068.352,192574218.2,20009.669
NYL01116_7B_1,NYL01116,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,106280189,1241056290,4952311740,491592286.2,61245.135,708735131.6,65947.909
NYL01184_7A_1,NYL01184,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,34741690,400131697,1446342860,173564125.2,30052.59,250043850.8,28045.854
NYL01184_7B_1,NYL01184,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,37071310,1156840144,2980087439,222101241.9,71556.226,277071626.2,65088.917
NYL01184_7C_1,NYL01184,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,39665014,742748013,3358076627,224575021.1,39146.55,291763830.8,42845.324
NYL00713_7B_1,NYL00713,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,72868442,631928900,4277939692,139292672,13156.702,255380062.2,18213.764
NYL00713_7A_1,NYL00713,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,155799176,1066652072,3635347493,879113297.9,89623.106,1039964578,82971.066
NYL00713_7C_1,NYL00713,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,113306726,1130194252,4103074695,528154689.5,58172.91,781755760.6,68525.414
NYL02460_7C_1,NYL02460,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,344142377,4493431527,5213414885,1942176358,386951.536,2421045494,369038.147
NYL02460_7B_1,NYL02460,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,163064661,3529266469,2971360064,963585515.5,357643.728,1192318861,345793.958
NYL02460_7A_1,NYL02460,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,106127520,1470835771,2563425947,686953472,135282.683,782817648.6,123982.259
NYL00316_7B_1,NYL00316,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,79909058,952107012,3906422078,412691185.7,59502.674,563407331.3,65327.162
NYL01194_7T_1_DB,NYL01194,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,162059546,1307787924,1883663364,1061593653,132465.726,1135955190,104050.395
NYL01194_7S_1_DB,NYL01194,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,181739112,2970114707,531322762,1066458161,193047.289,1278315258,146728.668
NYL01194_7R_1_DB,NYL01194,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,149720111,2687709517,2414661552,840345321.5,213577.362,1026090566,216468.516
NYL01195_7S_1_DB,NYL01195,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,101085723,501308427,1349314362,593979105.3,54773.343,708114513.9,46345.553
NYL01434_7T_1_DB,NYL01434,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,24813935,773466879,381978482,141583843.3,23955.64,173817102.3,26660.069
NYL01434_7S_1_DB,NYL01434,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,31283390,631296072,541437514,189235896.3,29108.326,219214020.6,28373.3
NYL02046_7B_1,NYL02046,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,29529046,374387904,1064288424,123672166.4,21277.312,198456270.8,21989.438
NYL02046_7A_1,NYL02046,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,73579737,484586879,1831901214,274758770.7,36254.79,446688141.3,38330.327
NYL05332_7A_1,NYL05332,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,215661193,3280401521,2220213089,1014016262,136286.327,1474041750,138647.316
NYL05332_7B_1,NYL05332,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,82480128,399262275,2202161095,469082783.7,37211.982,571127750.7,32811.536
NYL05345_7C_1,NYL05345,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,82928136,462544479,2917141916,434186862.6,38616.457,557338550.3,37994.473
NYL05345_7A_1,NYL05345,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,120806635,869208188,6288430685,332158877.7,28951.941,810959798.3,59372.757
NYL05345_7B_1,NYL05345,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,11659619,112529583,822051660,56931614.72,5433.098,79041855.49,5705.078
